Product_Id,Product_Name,Category,Discounted_Price,Actual_Price,Discount_Percentage,Rating,Rating_Count,About_Product,User_Id,User_Name,Review_Id,Review_Title,Review_Content,Img_Link,Product_Link,Transaction_ID,Main_Category
B095PWLLY6,Crompton Hill Briz Deco 1200mm (48 inch) High Speed Designer Ceiling Fan (Smoked Brown),"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",1804.0,2380.0,24.0,4.0,"15,382","PRODUCT: Crompton's premium design ceiling fan with a strong cooling effect TECHNICAL SPECIFICATIONS: Sweep Size 1200 mm; Speed 380 RPM; Air Delivery 210 CMM; Input Power 70W|SUPERIOR COMPONENTS: 100% copper motor, double ball bearings and dynamically balanced blades|RUST FREE: Powder coated aluminium blades offer life long corrosion resistance|PACKAGE CONTENTS: 1 Ceiling Fan, 1 Motor, Set of Blades, Set of 2 Canopy, 1 Down Rod, 1 Shackle assembly, Instructions Manual and Warranty Card|Collection Name: Crompton Hill Briz Deco Designer Ceiling Fan; Finish Type: Painted; Mounting Type: Downrod Mount","AEKMKQMXK2FBIL6MRKHIPN56QJAQ,AGPNJEK2EUJ6YFFPND6OSSAVG5WA,AHY5LCCPN4ZSDFIFF3JUXP2YS4TQ,AG5TXXR5HQ3GX2KC5IHGIAEZXEPA,AH7GMEHVW44SQG6NRGTTTK4EQPOA,AEOCUF6Q6MJC37C4Z5LQT3RUWV5A,AHASKB67VHNUNB3RITEIHSC2YNMQ,AGEYV75NXF3MUJH7XB456WFUK2GA","David,Pujeshwar Sharma,Abhishek,U can buy,Ravinder singh,Gururaj B.,suresh,Jaswalshashi","R4F2HUXYO2V7U,R26UCI4JLBHQQA,RQH9Q1TBCSHWW,RLNUKMIVTZF3D,R3L9VSEBHFY0CO,R3RD12MBAHBOGJ,R3JX5CDKU775U,R1UOXH0VDEH21G","Good Fan for this Price,Good fan with high speed,A decent product for the price.,Good,Good in price,Very happy with Amazon,Good,Good","It doesn't make any noise. Speed okay for this price range. Light weight. I don't face' any issues in this fan. Over are good.,Good fan from Crompton,Fan was well built and value for money. The noise at the top speed is kinda loud. (can't complain with this price.),Speed control not working,Good,Nice product 👍,Good , while running time slightly shaking . We don't no why .. but it's fixed properly,Good",https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/31uAkMaOShS._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Crompton-1200mm-Designer-Ceiling-Smoked/dp/B095PWLLY6/ref=sr_1_303?qid=1672923607&s=kitchen&sr=1-303,B095PWLLY6_8589934611,Home&Kitchen
B07Y9PY6Y1,"Sujata Powermatic Plus, Juicer Mixer Grinder with Chutney Jar, 900 Watts, 3 Jars (White)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,6525.0,8820.0,26.0,4.5,"5,137","Warranty: 1 year warranty provided by the manufacturer from date of purchase|Includes: 1 unit Motor, 1 Jucier attachment, 1 Blender jar, 1 Grinder jar, 1 Chutney jar|Most powerful 9 watts motor with double ball bearings for efficiency, low maintenance and trouble free running for years|Juicer with unique honeycomb filter mesh for finer juice with higher yield|22 rpm operation- retains flavor and aroma of juices and food|9 mins. continuous running- suitable for longer usage|Totally shock-proof and safe|Low maintenance, trouble free running.customer care: 11-45793882 / 27691512","AHXQPNDQMOD2RJE2S6KG3CM6QRXA,AHEDAEYXIZIPVLI6HSDRKIGYILCA,AHNDQGC5II2W2NNJDKODYCGFN77A,AFEOPOMJ6P77R4KX2YKC4UXVHCMQ,AEGFHIVVOOMWQ2JRIPHMTSZ2VIYA,AEBIN6NSCXXL32OUISQKEN575X2A,AEAUDCMXHJHTKQNGANQYEVTM5ZYA,AFPWUFA4L6HJ5LJTBDR4J3MKJ4XA","Arjun A,shwetha murthy,rahul,Jubaida H.,Hemali Thacker,Amazon Customer,Alexis engg and mktg Pvt ltd,Amazon Customer","R3MKON00OQCF7T,RACP11DCWDX8H,R2AFW2I68NL7DV,R2Z8JARJBUORLB,R12IW90EHDETBO,R23PRYLHN54BOF,R3NY4R1RGDRP6I,R2EKZLAZBSNIGH","Best mixer juicer,Nice,Best product in this price,Good Product, can buy it.,Very easy to handle and very sturdy mixer,Realy great product... Noone providing such heavy motor.,Good product,Value for Money","One of the best juicer mixer I have ever used till date. Used almost all renowned brands but this one is class apart. 3rd purchase in the family circle,Nice,It is unique machine it can do everything which we went from a. Juicer machine fine quality of mixing grinder in few seconds and use both domestic or shops and very easy to use and clean I choose it after many machine used it is best all of them.,If u want to take out the juice after several days gap then u can prefer it,bit on the regular basis it is not good because I had taken out mausambi juice from it but it's waste was not containing some juice in it which can give a loss to u.  Else it's good.,I have not used juicer thus, 4 stars. But mixer grinder is excellent. Even hard items like coconut 🥥 pieces grind in just 3-4 turns. Very happy with the product . Easy to clean. Just waiting to use the juicer though.,Very good experience using this produc from year's.,Very nice products and most powerful motor,Nice Machine meets the purpose as I was looking for a strong performing juicer. its just that. manufacturing quality is also good and sturdy. though I feel the motor is loose fitted as one can feel it hitting both sides inside while cleaning or shifting",https://m.media-amazon.com/images/I/41yPeG8kXxL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Plastic-Powermatic-Jar-Juicer-Grinder-Chutney/dp/B07Y9PY6Y1/ref=sr_1_307?qid=1672923607&s=kitchen&sr=1-307,B07Y9PY6Y1_8589934612,Home&Kitchen
B0BJ966M5K,Aquadpure Copper + Mineral RO+UV+UF 10 to 12 Liter RO + UV + TDS ADJUSTER Water Purifier with Copper Charge Technology black & copper Best For Home and Office (Made In India),Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,4999.0,24999.0,80.0,4.6,124,"RO technology reduces TDS, hardness, and removes pesticides & heavy metals. Eliminates harmful bacteria, viruses, protozoa & cysts|1 year warranty*;10-12 Liter capacity; Booster Pump is required for the functioning of water purifier in case of inlet water pressure being less than 0.3kg/cm sq. Available through our service technician at an additional cost.|Ultra Filtration imparts crystal clear clarity to your drinking water in addition to making is safe from viral & bacterial contaminations* UV+UF removes viruses; Patented Mineral Guard Technology to retain essential minerals in your water|Color: Black and Copper, Capacity: 10-12 liters, Power: 60 watts, Input Water Temperature: 10˚ to 40˚C, Operative Input voltage: 100 -300V ac; 50Hz, Material tank type: Food grade engineered plastic; Can be used for TDS upto 1500 ppm. Please use a TDS meter to find out the correct TDS of your water source before buying a water purifier|1 year warranty for electrical parts, except UV Lamp. Warranty starts from date of dispatch. Filters are consumables, get blocked or choked because of water only. If water quality is good filters life will be more, If water quality is bad (More turbidity or more TDS) Filters life will be less. so, not covered in Warranty. Electrical part will be send through; Installation will be completed within 48 to 72 hrs.|Taste Adjuster (TDS) controller enables adjustment of taste depending upon the source of water|12 stage filtrations,12 liter storage, High quality grey & Black color filters. With Active Copper Filter Series;ncludes â€“ RO Purifier, Pre Filter, Installation accessories, user manual. Installation You need to pay Up-to Rs. 500/- to the technician for installation.","AHZJHJWFZLYD64GVP4PXVI2F4LXA,AEUCRZPOISXKHXMCZUH6BXTUXUWA,AFL2ICS3EEESPGYLFF7OTVYMLVJA,AG63J3CFIT6RYX32RHHYWRZ2WKKA,AE6EGCFBVJIZEZ4XPPIY3PES2SDQ,AHUZG5YJCM4UWL66ALQ744FD3OOA,AEIKB2XA64MPG7BBXRG4DT57QKPQ,AF4ECPZRARF7SK2GDSBPTINVA2CA","Manish Mehekare,Rajesh,Nitesh singh,Lalit,Prathamesh poojari,Charan,santhakumar,Nikhil Bhagat","R410I44U1ORFS,R2EL6RDO42L8HA,R2LMSC4S998NYI,R2RVMZV1I42LGA,ROS3I3HXBLAYE,R2V70PAEVT1EYU,R1GYY0PDUBZVOK,R2180U6SP2A0B1","service is excellent,  installation guy is very professional,  I liked the service,Amazing,Value for money,Nice product,Water is clean and tasty also. Its cleans very well,Good. Happy with the installation,Nice product at affordable price.,Affordable and we'll functioning R.O.","I like the service most and the product,Note: Writing the product right after installation.Product looks nice and the storage capacity is good enough for a family of 5. The technician is very friendly and installed the product without issues. Will write a detailed review after using the product thoroughly.,It's value for money product.Works fine and installation was on time.,Nice product, and service is also good,Product is very good. Purity of water is excellent.,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/71NXtZ0RVWL._SY88.jpg,Product and installation is excellent.must buy item at this range.,Value for money R.O. water dispenserSufficient capacity",https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/41ZvKRULvDL._SY445_SX342_QL70_FMwebp_.jpg,https://www.amazon.in/Aquadpure-Copper-ADJUSTER-Purifier-Technology/dp/B0BJ966M5K/ref=sr_1_308?qid=1672923607&s=kitchen&sr=1-308,B0BJ966M5K_8589934613,Home&Kitchen
B086GVRP63,Amazon Basics 650 Watt Drip Coffee Maker with Borosilicate Carafe,"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|DripCoffeeMachines",1189.0,2400.0,50.0,4.1,618,"Compact & powerful 650 watt drip coffee maker for home and office use;Brews up to 5 cups at a time (25 ounces or 740 ml)|Premium quality materials are food grade with a glass borosilicate carafe;Reusable filter and removable filter basket is convenient and does not require additional paper filters|Auto keep warm function is ideal for instant, anytime coffee;Easy to use & set up|Please Note: Carafe is to be hand washed (not dishwasher safe);Package Contents:- 1 x 650 W Drip Coffee Maker with Borosilicate Carafe|Color Name: Black; Material Type: Metal; Size Name: Standard","AH6NXC2M3PH6OZHLJ6YXG54VIBMA,AGSDBEOHKXCL3WBEIN5VEZK4JY4A,AFCHIB73U3D4VQHZCH4MV2Z5FESA,AGLFKVLO32UB72C43CQNOPGQVKGA,AHBUPKENA77XVDAUGWUHVZLCKSEA,AEY34MNYOS24F3P7Q3IGMQVH3ZUA,AHMBANCEQ5AJOQVPFHONG2QTDE7Q,AFNQQLFJGPPNZCI6BVYZCEAZQZQQ","Subhajit Sadhu,Indrajit Sarkar,Ashwath,Dorje,Harish R.,Jana,Amazon Customer,Viknesh Harren","R3NLWGZTKSITSC,R1NCNL2F8KAM4L,R32I8HG9OTUY0V,R1Y6YHN4M285CN,RIR2EVLB3KG1Q,R2KUZ1CLHNTJAY,R27RDEPJ1W7VOQ,RQWPQXKORWT5I","Okay to use,Good value for a well finished product - recommended,Do not buy this product,Better than expected.,Best carafe from amazon,Build quality is not that great,Replacement parts not available or sold for twice as much as the value of the entire product,Good product","The pricing is good, using is very easy but the product is not too much worth to buy.,I have been using a similar coffee percolator for over 20 years now - and my old workhorse, a Chinese (Nova) is still capable. Since it was white, and therefore a very unappetising sight now, I needed a new one.Packaging: The design of packaging was perfect - stiff corrugated sandwich board box, foam profiled panels stuck on board for bottom and top, board wrapping around the glass kettle, the whole unit inside a thick ply cover. Frankly, this sort of packaging is more common in high end audio equipment. 5 * plus for the packaging design.Size: This is a small machine - and will make about 600 ml of coffee - sufficient for 2 mugs in one go. If you need a larger volume - look elsewhere.Body and finish: The plastic body is well made - the matte finish looks good. The bottom metal plate is seamless and black - will have to wait and see when spots appear. The kettle is good quality glass, and though no branding is present, feels thick enough to withstand minor washing bumps. The filter bucket and the holder with the flow control spring is OK - hopefully the spring and washer - which are fixed - will last. The lid moves smoothly and the hinges and the sprinkler also look sturdy. Switch is firm.Function: It worked very well on the first use. I had used an extra coffee filter paper on top of the nylon filter bucket. The flow was smooth. Coffee liquor starts weak, and then picks up strength. The drip stops well with the removal of the kettle - and though the manual cautiously states a 10 sec gap for drip stop, I did not find any leakage on longer removal.Overall: Very satisfied with my new coffee maker. Recommend buying.,Product doesn’t work within a month,Easy to use, and it turned out better than I expected it to be for the price.,Just Magnificent. Saves lot of time.,The plastic quality for this product is poor. It feels like a toy. I had bought a Amazon basics air fryer it had great build quality comparing to this Amazon basics product,If you try to find a replacement part it costs twice its value,its cheap and breakable. And the coffee is very very light,waste of coffee and also not a good flavour.,Nice product and simple to use",https://m.media-amazon.com/images/I/41EuzetRjTL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/AmazonBasics-Drip-Coffee-Maker-Black/dp/B086GVRP63/ref=sr_1_309?qid=1672923607&s=kitchen&sr=1-309,B086GVRP63_8589934614,Home&Kitchen
B08MVXPTDG,"Crompton Insta Delight Fan Circulator Room Heater with 3 Heat Settings (Slate Grey & Black, 2000 Watt)","Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",2590.0,4200.0,38.0,4.1,63,"Tapping into a natural phenomenon known as “convection” InstaDelight|Circulates air through a fan after passing it through the heating element|Its easy portability and multiple heat settings makes it a quintessential appliance on a chilly day|Comes with a 3-heat setting and turbo fan design to spread heat quickly in the room|Powered for over heat protection and height adjustable stand for comfort with ease of use|An ISI approved product powered with shock proof body and a carrying handle|Warranty: 1 years warranty provided by crompton from date of purchase, covers on manufacturing defects kindly read the usermanual for more details","AGYS2OMZE7DCEFQOBUJ7OSMPG3DQ,AF56UQ52OFSZL2KX2TPXPHBSNZ3Q,AFCOSVW2NHSFLPG7O5EKP2YRUERQ,AENAIK2GP3PTBWPAWBEFRET5BZ3Q,AH5CZZYZK64I4UNJA35AVYAY3SLA,AEPFMS33QLD2SPSAW7OBES4S5MTA,AEQBRKHWGFEJSWMMD7NCRL47IAUQ,AGQKV65KDMYKBD6ZQTXSQ74VID4A","Kanwar Singh,mukesh bajpai,Deepak Kumar,sreekanth veerla,Divyesh Patel,Jitendra Kumar singh,MAHESH L,Amazon Customer","R1KQ8JLFP0TG78,R1NBW7YR79U41D,R3J7GSQFAQVB31,RBQNYREQ6R6XW,RSL0KWN4H04GJ,R2NZ0UNFFXKZUB,R23D039HGB5VNX,R12EIACNZU7VVH","no,Good and reliable product 👍,Overall very fine Quality,Useful product helped my family a lot in winter,Operating switch is too hard for aged person,Sabse badhiya,Good product,Good product at this price","no,There should be a fan speed control option.,Overall very good,Little noisy but expected,Fan is slightly noiseOperating switch is too hard for aged person,Best in market,Good product. easy to use.,Received 2 days ago, looks, color r good. Heating nice, 3 adjustments for heating 660W 1200W 2000W, whichever u requireNo auto cut or over-heat protection available",https://m.media-amazon.com/images/I/31vL9-jaaJL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Crompton-Delight-Circulator-Heater-Settings/dp/B08MVXPTDG/ref=sr_1_311?qid=1672923607&s=kitchen&sr=1-311,B08MVXPTDG_8589934615,Home&Kitchen
B0BMZ6SY89,!!HANEUL!!1000 Watt/2000-Watt Room Heater!! Fan Heater!!Pure White!!HN-2500!!Made in India!!Thermoset!!,"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",899.0,1599.0,44.0,3.4,15,2 heat settings providing more convenience in usage. Customer can set it at either 1000 Watt or 2000 Watt depending upon the requirement|Thermal cut out protection and Power indicator light.|Handle grip got portablity|It can be placed vertically as well as horizontally.|Adjustable thermostat,"AH6EYS5AIDI7KYTTTFTZZHH433UA,AEXFEVEJ7L7LN3Q2JBWZQZ3YHUEA,AGVR6CP2GL562CMMN3TJJDIBQKOA,AGQ7DDSSAIHW4EQERMBBWQWQMVTA,AEK7OBBEY4AB77GMD7E334J3CYGQ,AHNX2BVKDDWFDLQBCZVT3U6I3QDQ,AEDKU3NF2473GPBRWDHIHRTZJPXQ,AGM2UWKCJESUA2YZADPFXZ6PANVQ","Vivek,Amazon Customer,Kundan,Rajan kumar,chaman prakash,Amazon Customer,Chinna,Dhaval","RRZOYTJL6LAHO,R3L2TDS1XKX1T7,R2RGIFD5MNW5ES,RWMH1CZ8YZVA1,R4ES2CY3SDLGW,R1Z3JXTI330QGA,RVC3N6LRSJBX6,RAA5Z4UFLIC05","It's working perfect,Excellent 👍🤠 piece,Value for money,Very good product,Good product,Good Quality 👌,Late delivery 12 days,Totally money West","Everything is fine about the product, light weight, good air blower and good heating, most important price is good,Best you can in this winter without doubt go for it,thanks Amazon for this heater,built quality as per description,haneul brand same as mentioned,Amazing product at amazing price, work as per the description, same brand received build quality is also superb, great for winter pocket freindly as compare to other brand, recommended,It is good product,Weight and heating process so easy and movable,Value for money and quality is also good.,I am not satisfied because product bilt quality poor and use that  on heter semll very iterating,High consumption electric",https://m.media-amazon.com/images/I/41OZjIUftuL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/HANEUL-2000-Watt-Heater-HN-2500-Thermoset/dp/B0BMZ6SY89/ref=sr_1_312?qid=1672923607&s=kitchen&sr=1-312,B0BMZ6SY89_8589934616,Home&Kitchen
B09P1MFKG1,"Melbon VM-905 2000-Watt Room Heater (ISI Certified, White Color) Ideal Electric Fan Heater for Small to Medium Room/Area (Plastic Body)","Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",998.0,2999.0,67.0,4.6,9,"Lightweight (1.2 kg) for easy portability between rooms; Plastic body with rust-free metal grill front|Air throw range of 10 feet which is ideal for small to medium sized room; Product can be placed both vertically and horizontally (kindly refer to images)|Powerful 2400 RPM copper winded motor for quick heating and can be used vertically or horizontally (kindly refer to images)|Cool, Warm or Hot wind selection knob for heat setting; Please note that regulator changes heating power & not actual fan speed","AENGRDSABHKCYNYJPZ2SML6FWVHA,AFNGD6S7UIHBQ2FNXUDBWCJDMLMA,AFWHWM3CHMTSRKJH7IY2U64CRVOQ,AHWQ3GYAYROPEKLLI6SVIM3S2ZNA,AEOYVLH6A6P643MDQBU67RJ4DTDA,AGKOT3DLM55KCHF3AQAOROIFZ3EA,AGWCBYRA3OJTMA3TUUUH2RKJPPTQ","Chanchal Gurjar,Shyam,Lalit Garg,Anil Kumar,PREM NATH,SURESH,VIJAY K.","R2REMFEEN6UKBC,R29TQDV31QHMAP,RSC1YPIBXFW9B,R3M0C49RRYPXKN,R1P7N12X78US49,R17PHQ7LHY70GL,R1E8B0LMBUZ21K","It's good,Happy to purchase,Product is really good.,It was excellent,Very Good Product,Heater,The final finish product is not  elegant.","It's good  nd amazing product,Very nice product. Very low noise, leaves no dryness in air, elegant in looks, very fastly heat the room. Safely design. happy to purchase this  heater . 🤩⭐👍,It maintain the room temperature and provides sufficient heat.,It was really excellent product I like it,Awesome product,Product is very good,",https://m.media-amazon.com/images/I/41xLjSyJtYL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Melbon-Blower-Heater-2000-Watt-White/dp/B09P1MFKG1/ref=sr_1_313?qid=1672923607&s=kitchen&sr=1-313,B09P1MFKG1_8589934617,Home&Kitchen
B01LY9W8AF,"Cello Eliza Plastic Laundry Bag/Basket, 50 litres, Light Grey",Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,998.06,1282.0,22.0,4.2,"7,274","Material: Plastic, Color: Light Grey100% food grade|Package Contents: 1 Laundry Basket|Size: 425 cm x 355 cm x 605 cm|Luxury laundry basket|Specially designed air vent to keep clothes, odour free|Space saver and ideal to use anywhere|Comfortable, reach-through handles for easy lifting and carrying","AFUIW75M2VCMJ2RAD5HFEUHXCRKA,AFWO26UIM72Q7ZPHSQ3DUGDM6H6Q,AF5EL6S3V6JDA7HNA6BKXAKBMZMA,AGZ4IHSUMB233GB7DKCBY2RVARRA,AERD4G54UG5KQSX4LPXU4QPYCDYA,AHUSPS7GCSBQRWBRLXTUC6WNS3EQ,AEJP6U7ZTSGESRMPO24FNKJ6SP7A,AHOTHO6NULKUVDSAY6WBXCA2YCBA","Amit Singh,RN,Madhuri,SHUKDEB P.,Mano,Harsha,mahamod sharif,Bhavesh Soni","R3ORPP4CPI5V9S,R2M6DE07UL43TF,R37BE8EXG1TX8H,R31M0VY9OTJB9I,R2ZQ1L37VEHS9C,R2BKJHDM07WI0G,R357SWC6WSG1AM,R2H4OG72VGEPXR","Nice product,Ok,The lid could be more sturdier. Very thin plastic.,Not very good,Fine,Excellent product,Quality,Very good quality product,can store a week laundary","It's a good product for strong daily laundry clothes. Fine quality!,Flimsy and the lid alignment is not good design. Colour is sober which i liked better and not bright brown. I've Milton and size is almost same though Milton bottom is a bit wider. I liked this colour better so bought this.,As shown in the image. The basket quality is good. Expected a little thicker lid. Its not as sturdy as expected given the brand and price,Good,Good for home,Looks cute too,I like this product 👌,https://m.media-amazon.com/images/I/61g3Yt9YAyL._SY88.jpg",https://m.media-amazon.com/images/I/51CyJ9dUiWL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Plastic-Laundry-Basket-Light-Grey/dp/B01LY9W8AF/ref=sr_1_314?qid=1672923607&s=kitchen&sr=1-314,B01LY9W8AF_8589934618,Home&Kitchen
B07ZJND9B9,ACTIVA 1200 MM HIGH SPEED 390 RPM BEE APPROVED 5 STAR RATED APSRA CEILING FAN BROWN 2 Years Warranty,"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",1099.0,1990.0,45.0,3.9,"5,911","Box Contains: Fan Motor, Blade Set, Canopy Set, Downroad and Shackle, Manufactured Under The Guidance Of Highly Qualified Engineers To Ensure The Life Of Product, For Help Or Guidance Call On Our CC, Note: Self Installation and product will be repaired in our service center.|Material Type: Aluminium; Controller Type: Button Control; Mounting Type: Downrod Mount; Finish Type: Painted","AFCLVEPUPFSZU5KJMDBYKGARGQBQ,AEC4ACDLYBYYFG2473OXFA6BOCHA,AGEUOPY2YJ6HCREEOLU73JCGLFVQ,AGT2HSAHUC2KL5P2RL657BNZW3EQ,AERD6R3OJ5GSAGDUSNOOSYWMJJAA,AFXYWZZ4PXDEVN5DJPTUF6SKLEGQ,AHYAQT2F3NUTKS7LIHXKTFNR7WQA,AHKSXLMJOQHJNI2U6A4FURPV5CYQ","Ravi,Pasala Eswararao,Verified User,Azarudeen,Shubham,venkatesh,VELMURUGAN,kutty","R1SWHPJDUW2G3M,R2RFQJDQF5BT8,RPGTYXQGC3TXI,R3TFGARGJENEPY,ROG4D0YGDQMH,R3HAW9CAE08DZ5,R1LA2HMRSTZGUS,R2NOWT8O685BUW","Decently priced fan,Power saving fan low super qwality,Nice one, go for it,Fan rod was missing,Overall good fan at this price,Good,Love it .. nice product,Okay","A good fan. Very sad no regulator, and had to spend money for a regulator,Iam like this prodect amazing,I’ve been using it since last 4 months and it doesn’t have any issues so far. Product came with all the necessary items and it works perfectly fine.,Rod was missing Kindly resend,Good performance and good fan.Just upper cap not given by company.Rest is good at this price.I hope it long lasts.,Good one,,Just okay don't get too much hype",https://m.media-amazon.com/images/I/31hXo964hqL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.in/ACTIVA-APSRA-Approved-Ceiling-Warranty/dp/B07ZJND9B9/ref=sr_1_315?qid=1672923607&s=kitchen&sr=1-315,B07ZJND9B9_8589934619,Home&Kitchen
B0B2CWRDB1,Shakti Technology S5 High Pressure Car Washer Machine 1900 Watts and Pressure 125 Bar with 10 Meter Hose Pipe,"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|PressureWashers,Steam&WindowCleaners",5999.0,9999.0,40.0,4.2,170,"Power:1900W, Pressure:125 Bar, Flowing:10L/min, Voltage:220V~50Hz, 3 Meter Power Cable|Venturi System, Auto Stop, Self-Intake Function, Pressure Gauge, Variably Adjustable Fan Spray Lance, Water Filter|Low-Noise Operation: Auto Stop Technology Switches The Motor And Pump Off Automatically When The Switch is Released|Includes: 1900W Pressure Washer, Inlet Pipe, 10M Outlet Pipe, Water Filter, Soap Dispenser, Inlet Filter, Quick Connector, Pressure Gun With 6 Months Warranty","AFS6NM2UFY5M77EWX5YT2KBMWBVQ,AEBC5L4UVUOB45BUSQHLNHGZC2JQ,AGF2ODSIJFBYL52VO3O77F576SGQ,AGYWLAKGGNH4OP5G5WPNQUJWLVPQ,AHNZZYO7DIGCLRTY76GJ4D5Z676A,AEVYKVKVPEDFXLD5ZL2C4PYUPVUQ,AFZ32GLS7WFVSLNXGJBJYFJWWSUA,AHBRCKJY6F5ZLV7GSUC3IXI6OSOQ","Ravinder kumar,Ashok,tejas,seema,HARSHVARDHAN,Shubham kushwah,Saurabh Patwa,Shreyans Jain","RWSKUEMV0AS0P,R2YZOJVWTFMYAH,R17E9QT7OVVJVX,R3KPQIECAK271I,R2UJ9SFJ6B6U93,R1670TIBLR378H,R14R0I9YVONH86,R1FIR49JO1CT41","It is very good,Good product,Just go for it,Good product,Value For Money.,Good product easy to use,Pressure is very good but mtr shows 115bar,Nice Product.","Product works very well, easy to use i recommend to this product shakti s5 to all,To noise!,vary good washer, product work vary well ,go for it,Paisa vasool,Awesome Car Washer for Domestic use. Good Pressure for superior cleaning. But Inlet pipe should have more length than it has.,Good pressure washer and easy to use , i think inlet pipe need to be more long other wise all good,Pressure is very good but mtr shows 115bar,Used this product for wash my roof as well as to wash my car.  Product is very good with low noise and good pressure. Recommend to have this product for personal use to wash your Car, Floor, Roof etc",https://m.media-amazon.com/images/I/51RQbF6ZuLL._SX300_SY300_QL70_FMwebp_.jpg,https://www.amazon.in/Shakti-Technology-S5-Pressure-Machine/dp/B0B2CWRDB1/ref=sr_1_316?qid=1672923607&s=kitchen&sr=1-316,B0B2CWRDB1_8589934620,Home&Kitchen
